r-table__text,movie-rating__financing-source src,fixed-column,r-table__text href,r-table__text 3,r-table__text 4,r-table__text 5,r-table__text 6,r-table__text 7,r-table__text 8,r-table__text 9,r-table__text 10
104,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Балканский рубеж,https://ekinobilet.fond-kino.ru/films/detail/111004119,"ООО ""КИНОКОМПАНИЯ БЛЕСС-ФИЛЬМ""",21.03.2019,-,35 000 000,23.3%,150 000 000,311 146 533,1 261 308
105,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Конец славы,https://ekinobilet.fond-kino.ru/films/detail/111039623,"ООО ""МЕМ""",01.02.2024,-,105 000 000,39.6%,265 000 000,310 839 177,869 544
106,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Девятаев,https://ekinobilet.fond-kino.ru/films/detail/111004821,"ООО ""БАЗЕЛЕВС""",29.04.2021,50 000 000,350 000 000,64.2%,622 992 556,310 255 756,1 133 037
107,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Снежная королева 2: Перезаморозка,https://ekinobilet.fond-kino.ru/films/detail/114000214,"ООО ""ВИЗАРТ ФИЛЬМ""",01.01.2015,30 000 000,40 000 000,27.7%,252 489 571,301 685 461,1 289 351
108,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Собибор,https://ekinobilet.fond-kino.ru/films/detail/111004318,"ООО ФОНД НАЦИОНАЛЬНОГО КИНО ""ПАТРИОТ""",03.05.2018,-,60 000 000,20.1%,298 500 000,299 403 478,1 207 253
109,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Коты Эрмитажа,https://ekinobilet.fond-kino.ru/films/detail/114000823,"ООО ""ЛИЦЕНЗИОННЫЕ БРЕНДЫ""",23.03.2023,-,120 000 000,49.8%,241 185 929,298 622 765,1 341 782
110,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,ЗА ПАЛЫЧА! (За ВДВ),https://ekinobilet.fond-kino.ru/films/detail/111018723,"ООО ""ВИКИНГ-СТ""",27.07.2023,-,67 666 091,70.0%,96 665 844,296 954 625,1 059 462
111,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Страна чудес,https://ekinobilet.fond-kino.ru/films/detail/111018415,"ООО ""ОЛ МЕДИА КОМПАНИ""",01.01.2016,41 000 000,25 000 000,62.6%,105 445 546,295 426 298,1 076 238
112,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Левша,https://ekinobilet.fond-kino.ru/films/detail/111000526,"ООО ""ЛЕГИО ФЕЛИКС""",22.01.2026,-,225 000 000,26.7%,842 099 022,291 994 568,665 470
113,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Любовницы,https://ekinobilet.fond-kino.ru/films/detail/111002119/111003519,"ООО ""КИНОКОМПАНИЯ ""КВФИЛЬМ-ПРОДАКШН""",28.02.2019,25 000 000,35 000 000,63.2%,95 000 000,291 674 705,1 140 779
114,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Мафия: игра на выживание,https://ekinobilet.fond-kino.ru/films/detail/111020615,"ООО ""ЭНДЖОЙ МУВИЗ""",01.01.2016,25 000 000,50 000 000,39.6%,189 472 368,273 164 996,915 288
115,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Снежная королева 3: огонь и лед,https://ekinobilet.fond-kino.ru/films/detail/114003516,"ООО ""ВИЗАРТ ФИЛЬМ""",29.12.2016,60 000 000,100 000 000,65.8%,243 122 945,273 137 463,1 251 760
116,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Супербобровы,https://ekinobilet.fond-kino.ru/films/detail/111004716,"ООО ""ФИЛЬМЫ НАВСЕГДА""",17.03.2016,40 000 000,25 000 000,43.3%,150 008 573,271 260 282,1 177 972
117,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Защитники,https://ekinobilet.fond-kino.ru/films/detail/111000717,"ООО ""ЭНДЖОЙ МУВИЗ""",23.02.2017,50 000 000,150 000 000,61.9%,323 232 109,263 310 290,1 067 682
118,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Смешарики. Дежавю,https://ekinobilet.fond-kino.ru/films/detail/114003117,"ООО ""СМЕШАРИКИ""",26.04.2018,110 000 000,80 000 000,55.6%,341 500 000,262 264 632,1 265 641
119,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,"Гуляй, Вася!",https://ekinobilet.fond-kino.ru/films/detail/111018216,"ООО КИНОКОМПАНИЯ ""ИНВАДА ФИЛЬМ""",14.02.2017,-,25 345 000,65.0%,39 000 000,259 887 291,1 088 371
120,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Несокрушимый,https://ekinobilet.fond-kino.ru/films/detail/111011117,"ООО ""ПИМАНОВ И ПАРТНЕРЫ""",25.10.2018,-,50 000 000,33.3%,150 000 000,253 793 016,1 101 305
121,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Чук и Гек. Большое приключение,https://ekinobilet.fond-kino.ru/films/detail/111031822,"ООО ""КИНОКОМПАНИЯ ""МЕТРОНОМ ФИЛЬМ""",22.12.2022,-,136 815 211,68.3%,200 213 821,249 255 225,938 553
122,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Яга на нашу голову,https://ekinobilet.fond-kino.ru/films/detail/111041925,"ООО ""СТУДИЯ +1""",13.11.2025,-,80 000 000,100.0%,80 000 000,248 155 925,696 196
123,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Смешарики. Легенда о золотом Драконе,https://ekinobilet.fond-kino.ru/films/detail/114002815,"ООО ""СМЕШАРИКИ""",17.03.2016,40 000 000,110 000 000,62.5%,240 153 900,242 945 993,1 228 443
124,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,А зори здесь тихие,https://ekinobilet.fond-kino.ru/films/detail/111002915,"ООО ""КОМПАНИЯ ""РЕАЛ-ДАКОТА""",30.04.2015,50 000 000,100 000 000,68.0%,220 588 394,241 430 666,1 049 268
125,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Либерея: Охотники за сокровищами,https://ekinobilet.fond-kino.ru/films/detail/111024922,"ООО ""ЦЕНТРАЛ ПАРТНЕРШИП""",27.10.2022,-,170 000 000,46.3%,366 974 055,235 106 341,843 696
126,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Хочу замуж,https://ekinobilet.fond-kino.ru/films/detail/111004222,"ООО ""ПИК МЕДИА""",05.03.2022,-,45 000 000,54.2%,83 000 000,232 589 658,785 118
127,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Марафон желаний,https://ekinobilet.fond-kino.ru/films/detail/111023519,"ООО ""КИНОКОМПАНИЯ БЕЛЫЙ ЗОНТ""",23.01.2020,-,25 000 000,28.4%,88 151 038,231 901 746,926 703
128,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,БОЛЬШОЙ,https://ekinobilet.fond-kino.ru/films/detail/111017416,"ЗАО ""ПРОДЮСЕРСКАЯ КОМПАНИЯ ВАЛЕРИЯ ТОДОРОВСКОГО""",11.05.2017,10 000 000,200 000 000,65.6%,320 000 000,228 881 567,962 464
129,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Селфи,https://ekinobilet.fond-kino.ru/films/detail/111012117,"ООО ""АРТ ПИКЧЕРС СТУДИЯ""",01.02.2018,20 000 000,40 000 000,0.0%,Данные не предоставлены правообладателем,225 378 612,867 283
130,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Трезвый водитель,https://ekinobilet.fond-kino.ru/films/detail/111004519,"АО ""ВБД ГРУП""",21.03.2019,-,40 000 000,50.0%,80 000 000,215 133 675,839 808
131,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Василий,https://ekinobilet.fond-kino.ru/films/detail/111000325,"ООО ""АРТ ПИКЧЕРС СТУДИЯ""",23.01.2025,100 000 000,300 000 000,61.5%,650 000 000,213 070 228,506 576
132,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Урфин Джюс и его деревянные солдаты,https://ekinobilet.fond-kino.ru/films/detail/114000817,"ООО ""КИНОКОМПАНИЯ ""СТВ""",20.04.2017,-,75 000 000,21.7%,344 905 389,207 370 579,1 000 804
133,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Три кота. Зимние каникулы,https://ekinobilet.fond-kino.ru/films/detail/114014224,"ООО ""СТУДИЯ МЕТРАФИЛЬМС""",12.12.2024,-,35 000 000,31.8%,110 123 236,205 345 423,612 021
134,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Роднина,https://ekinobilet.fond-kino.ru/films/detail/111007125,"ООО ""ГОЛД МЕДИА ПРОДАКШН""",06.03.2025,-,275 000 000,32.4%,850 000 000,201 862 242,521 738
135,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Кощей. Похититель невест,https://ekinobilet.fond-kino.ru/films/detail/114001922,"АО ""ТПО ""КИНОСТУДИЯ ИМ. М. ГОРЬКОГО""",09.06.2022,-,120 000 000,55.8%,215 000 000,200 109 067,990 822
136,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Воин,https://ekinobilet.fond-kino.ru/films/detail/111017315,"ООО ""АРТ ПИКЧЕРС СТУДИЯ""",01.10.2015,10 000 000,70 000 000,0.0%,Данные не предоставлены правообладателем,198 477 492,870 315
137,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Молодой человек,https://ekinobilet.fond-kino.ru/films/detail/111010022,"ООО ""КИНОКОМПАНИЯ БЕЛЫЙ ЗОНТ""",09.06.2022,-,30 000 000,46.3%,64 746 493,192 303 134,650 943
138,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Без границ,https://ekinobilet.fond-kino.ru/films/detail/111010315,"ООО ""КИНОКОМПАНИЯ ""НЕБО""",22.10.2015,10 000 000,40 000 000,62.3%,80 273 277,192 262 632,773 044
139,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Землетрясение,https://ekinobilet.fond-kino.ru/films/detail/111016016,"ООО ""МАРС МЕДИА ЭНТЕРТЕЙНМЕНТ""",01.12.2016,15 000 000,40 000 000,26.6%,206 982 031,190 450 240,777 836
140,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Черновик,https://ekinobilet.fond-kino.ru/films/detail/111004718,"ООО ""КОМПАНИЯ ""НОВЫЕ ЛЮДИ""",31.05.2018,40 000 000,100 000 000,70.0%,200 067 392,187 033 304,766 804
141,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Савва. Сердце воина,https://ekinobilet.fond-kino.ru/films/detail/114001715,"ООО ""АРТ ПИКЧЕРС СТУДИЯ""",12.11.2015,60 000 000,100 000 000,0.0%,Данные не предоставлены правообладателем,186 536 561,884 760
142,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Снежная королева: Зазеркалье,https://ekinobilet.fond-kino.ru/films/detail/114010018,"ООО ""ВИЗАРТ ФИЛЬМ""",01.01.2019,60 000 000,60 000 000,33.7%,356 550 000,185 065 431,831 629
143,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Супербобровы. Народные мстители,https://ekinobilet.fond-kino.ru/films/detail/111020318,"ООО ""ФИЛЬМЫ НАВСЕГДА""",20.10.2018,40 000 000,80 000 000,69.5%,172 763 618,184 806 227,824 513
144,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,ВАСИЛИСА И ХРАНИТЕЛИ ВРЕМЕНИ,https://ekinobilet.fond-kino.ru/films/detail/111035624,"ООО ""МАСТЕРСКАЯ ПАВЛА ЛУНГИНА""",03.10.2024,-,50 000 000,9.5%,525 000 000,178 876 744,573 724
145,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Невеста,https://ekinobilet.fond-kino.ru/films/detail/111016516,"ООО ""ФОРС МЕДИА""",19.01.2017,5 000 000,20 000 000,50.0%,50 000 000,176 755 496,768 578
146,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Герой,https://ekinobilet.fond-kino.ru/films/detail/111015819,"ООО ""КАРГО""",26.09.2019,20 000 000,100 000 000,48.0%,250 000 000,173 473 482,707 813
147,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Малыш,https://ekinobilet.fond-kino.ru/films/detail/111005326,"ООО ""БИБИДЖИ""(ООО""БАББЛГАМ ПРОДАКШН"")",26.02.2026,-,205 000 000,65.1%,315 000 000,171 724 634,397 659
148,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Я - медведь,https://ekinobilet.fond-kino.ru/films/detail/111000524,"ООО ""ИНФИНИТИ КОНТЕНТ""",01.02.2024,-,70 000 000,56.2%,124 558 976,171 241 520,629 686
149,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Любовники,https://ekinobilet.fond-kino.ru/films/detail/111028322,"ООО ""РЕВОЛЮЦИЯ ФИЛЬМ""",03.11.2022,40 000 000,-,39.2%,102 020 654,170 872 790,561 341
150,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Чемпионы: Быстрее.Выше.Сильнее,https://ekinobilet.fond-kino.ru/films/detail/111021115,"ООО ""ЭНДЖОЙ МУВИЗ""",18.02.2016,-,40 000 000,44.3%,90 276 774,168 583 727,738 943
151,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Авиатор,https://ekinobilet.fond-kino.ru/films/detail/111043725,"ООО ""КИНО ТВ""",20.11.2025,-,175 000 000,34.2%,512 132 575,165 857 059,371 235
152,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Командир,https://ekinobilet.fond-kino.ru/films/detail/111002124,"ООО ""ЭГО ПРОДАКШН""",22.02.2024,-,50 000 000,24.1%,207 292 791,165 593 062,499 057
153,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Адам и Ева,https://ekinobilet.fond-kino.ru/films/detail/111004024,"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР ""ГОРАД""",07.03.2024,-,40 000 000,27.1%,147 360 416,161 625 672,484 169
154,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Большое путешествие,https://ekinobilet.fond-kino.ru/films/detail/114002419,"ООО ""ЛИЦЕНЗИОННЫЕ БРЕНДЫ""",27.04.2019,60 000 000,120 000 000,0.0%,Данные не предоставлены правообладателем,161 461 226,810 244
155,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Доктор Динозавров,https://ekinobilet.fond-kino.ru/films/detail/114006625,"ООО ""ЦЕНТРАЛ ПАРТНЕРШИП""",28.08.2025,-,160 000 000,45.1%,355 000 000,161 447 922,466 800
156,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Бука. Мое любимое чудище,https://ekinobilet.fond-kino.ru/films/detail/114001621,"ООО ""КИНОКОМПАНИЯ ""СТВ""",28.04.2022,-,150 000 000,41.7%,359 644 363,161 428 994,696 765
157,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Соловей против Муромца (Стальное сердце),https://ekinobilet.fond-kino.ru/films/detail/111014425,"ООО ""КАРГО""",22.05.2025,-,175 000 000,35.2%,497 225 041,160 397 915,512 880
158,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Грозный папа,https://ekinobilet.fond-kino.ru/films/detail/111027922,"ООО ""КАРГО""",27.10.2022,-,215 337 140,81.1%,265 448 130,158 445 049,670 284
159,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Хоккейные папы,https://ekinobilet.fond-kino.ru/films/detail/111034023,"ООО ""КУГУАР""",23.11.2023,-,35 000 000,10.2%,343 806 659,158 323 697,542 165
160,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,"Статус: ""Свободен""",https://ekinobilet.fond-kino.ru/films/detail/111000116,"ООО ""КИНОДОМ""",21.01.2016,20 000 000,20 000 000,50.8%,78 686 500,153 102 861,622 248
161,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Северный полюс,https://ekinobilet.fond-kino.ru/films/detail/111000125,"ООО ""ЦЕНТРАЛ ПАРТНЕРШИП""",27.02.2025,-,400 000 000,58.8%,679 780 000,152 916 309,397 331
162,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Дед Мороз. Битва магов,https://ekinobilet.fond-kino.ru/films/detail/111017016,"ООО ""АНГЕЛ""",24.12.2016,40 000 000,60 000 000,49.4%,202 484 224,152 899 427,679 667
163,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Кома,https://ekinobilet.fond-kino.ru/films/detail/111018619,"ООО ""КИНОКОМПАНИЯ БОЛЬШОЕ КИНО""",30.01.2020,60 000 000,40 000 000,41.2%,242 824 406,151 389 881,618 789
164,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Одиннадцать молчаливых мужчин,https://ekinobilet.fond-kino.ru/films/detail/111002722,"ООО ""ПИМАНОВ И ПАРТНЕРЫ""",17.02.2022,60 000 000,90 000 000,48.6%,308 616 875,150 543 080,516 466
